drive,condition,replicate,stream_index,sample_index,current_raw_frame_index,future_raw_frame_index,current_frame_name,future_frame_name,phase,disturbance_index,current_blur_sigma,future_blur_sigma,forward_target_m,yaw_target_rad,forward_prediction_m,yaw_prediction_rad,forward_absolute_error_m,yaw_absolute_error_rad,prediction_error_l2,prediction_error_rms,prediction_error_l2_ema,prediction_error_cosine_previous,prediction_error_temporal_variance,temporal_variance_window_count
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,16,16,16,17,0000000016.png,0000000017.png,baseline,,0.0,0.0,0.3179618716239929,0.010699000209569931,0.3666040301322937,-0.001895491499453783,0.04864215850830078,0.012594491243362427,99.4874038696289,0.31405453268544725,91.01901019321936,-0.18340063095092773,0.07479794323444366,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,17,17,17,18,0000000017.png,0000000018.png,baseline,,0.0,0.0,0.3171479105949402,0.011037000454962254,0.3864741921424866,-0.0025845575146377087,0.06932628154754639,0.013621557503938675,87.79776763916016,0.27715355436240224,90.3522129845291,-0.20963487029075623,0.07547993212938309,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,18,18,18,19,0000000018.png,0000000019.png,baseline,,0.0,0.0,0.3193073570728302,0.011613000184297562,0.40234383940696716,-0.003891334170475602,0.08303648233413696,0.01550433412194252,100.60221099853516,0.31757367777320544,92.47396257342835,-0.04446105659008026,0.07712386548519135,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,19,19,19,20,0000000019.png,0000000020.png,baseline,,0.0,0.0,0.3220827579498291,0.013220000080764294,0.4099125862121582,-0.00319227809086442,0.0878298282623291,0.01641227863729,107.45861053466797,0.3392174748941895,95.57578470140496,-0.2452332079410553,0.08284182101488113,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,20,20,20,21,0000000020.png,0000000021.png,baseline,,0.0,0.0,0.32600218057632446,0.011752000078558922,0.43777793645858765,-0.005118200555443764,0.11177575588226318,0.016870200634002686,94.14574432373047,0.29719239133626274,95.27976634322634,-0.26870131492614746,0.08487991243600845,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,21,21,21,22,0000000021.png,0000000022.png,baseline,,0.0,0.0,0.3297197222709656,0.01309799961745739,0.4559900462627411,-0.0054214028641581535,0.1262703239917755,0.01851940155029297,105.10291290283203,0.33178116973433325,97.31315768106472,-0.1922535002231598,0.08841206133365631,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,22,22,22,23,0000000022.png,0000000023.png,baseline,,0.0,0.0,0.3318997919559479,0.01192499976605177,0.47719404101371765,-0.006458459887653589,0.14529424905776978,0.018383460119366646,98.71177673339844,0.3116060942527969,97.6026718248978,-0.24535398185253143,0.09019150584936142,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,23,23,23,24,0000000023.png,0000000024.png,baseline,,0.0,0.0,0.3323407471179962,0.01170899998396635,0.4934094548225403,-0.008191606029868126,0.16106870770454407,0.019900605082511902,107.12362670898438,0.33816001605009693,99.57350948590373,-0.11913805454969406,0.09290514141321182,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,24,24,24,25,0000000024.png,0000000025.png,baseline,,0.0,0.0,0.33218705654144287,0.010983999818563461,0.5187861919403076,-0.007882088422775269,0.18659913539886475,0.01886608824133873,119.70573425292969,0.37787828909136245,103.7408800126781,-0.13673418760299683,0.09752076864242554,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,25,25,25,26,0000000025.png,0000000026.png,baseline,,0.0,0.0,0.33134451508522034,0.01389199960976839,0.5341006517410278,-0.006072990130633116,0.2027561366558075,0.01996498927474022,135.75112915039062,0.4285291838261264,110.3670015841846,-0.24802780151367188,0.11085357517004013,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,26,26,26,27,0000000026.png,0000000027.png,baseline,,0.0,0.0,0.33139699697494507,0.011850999668240547,0.5481153726577759,-0.0073332227766513824,0.2167183756828308,0.01918422244489193,151.55438232421875,0.4784157629326238,118.89278939737167,-0.07553721964359283,0.1243886947631836,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,27,27,27,28,0000000027.png,0000000028.png,baseline,,0.0,0.0,0.3305772840976715,0.011025999672710896,0.5715526342391968,-0.0055888560600578785,0.24097535014152527,0.01661485619843006,146.79124450683594,0.4633798227411659,124.66776960503078,-0.27588552236557007,0.13711579144001007,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,28,28,28,29,0000000028.png,0000000029.png,baseline,,0.0,0.0,0.3305530548095703,0.013132000342011452,0.5721212029457092,-0.004587842151522636,0.24156814813613892,0.017719842493534088,135.9651641845703,0.4292048778312748,127.00633028299546,-0.3593989908695221,0.14911557734012604,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,29,29,29,30,0000000029.png,0000000030.png,baseline,,0.0,0.0,0.33263784646987915,0.01181000005453825,0.568102240562439,-0.004435477778315544,0.23546439409255981,0.01624547690153122,140.7182159423828,0.4442089528155011,129.84469061448866,-0.14358878135681152,0.15963949263095856,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,30,30,30,31,0000000030.png,0000000031.png,baseline,,0.0,0.0,0.33613473176956177,0.013101999647915363,0.5771325826644897,-0.0029793535359203815,0.24099785089492798,0.016081353649497032,139.58140563964844,0.4406203641715248,131.86019062469674,-0.31513142585754395,0.17211103439331055,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,31,31,31,32,0000000031.png,0000000032.png,baseline,,0.0,0.0,0.34060654044151306,0.012577000074088573,0.5823283791542053,-0.002583046443760395,0.24172183871269226,0.015160046517848969,135.15286254882812,0.4266406319574042,132.54177371299193,-0.28492963314056396,0.1803206205368042,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,32,32,32,33,0000000032.png,0000000033.png,baseline,,0.0,0.0,0.34655076265335083,0.012978999875485897,0.5719767808914185,-0.004436409566551447,0.22542601823806763,0.01741540990769863,138.55581665039062,0.4373828186051509,133.78668060103345,-0.29550468921661377,0.18512886762619019,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,33,33,33,34,0000000033.png,0000000034.png,baseline,,0.0,0.0,0.3547469675540924,0.012373000383377075,0.5815274119377136,-0.004004763904958963,0.22678044438362122,0.01637776382267475,140.52902221679688,0.4436117285900852,135.1823453154965,-0.3303106725215912,0.18742480874061584,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,34,34,34,35,0000000034.png,0000000035.png,baseline,,0.0,0.0,0.3637857139110565,0.013934999704360962,0.5799878835678101,-0.001971227815374732,0.21620216965675354,0.015906227752566338,150.50936889648438,0.47511694497514145,138.35503919676097,-0.2639404535293579,0.18512052297592163,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,35,35,35,36,0000000035.png,0000000036.png,baseline,,0.0,0.0,0.37245774269104004,0.014260999858379364,0.5861206650733948,0.00016312254592776299,0.21366292238235474,0.014097876846790314,155.6368408203125,0.49130295181750333,141.93237213283615,-0.18980295956134796,0.18807850778102875,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,36,36,36,37,0000000036.png,0000000037.png,baseline,,0.0,0.0,0.38046127557754517,0.01395499985665083,0.5937102437019348,6.37442572042346e-05,0.21324896812438965,0.013891255483031273,140.74310302734375,0.4442875259352183,141.68619342799923,-0.14645162224769592,0.18978983163833618,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,37,37,37,38,0000000037.png,0000000038.png,baseline,,0.0,0.0,0.3888639211654663,0.015782000496983528,0.5975111722946167,-0.000976981595158577,0.2086472511291504,0.016758982092142105,148.3831024169922,0.46840491308120363,143.07245358872078,-0.2734968066215515,0.19307801127433777,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,38,38,38,39,0000000038.png,0000000039.png,baseline,,0.0,0.0,0.39905431866645813,0.014612000435590744,0.5985305309295654,0.0014803791418671608,0.1994762122631073,0.013131621293723583,147.53871154785156,0.46573938910416196,143.99696898626087,-0.26675349473953247,0.19636519253253937,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,39,39,39,40,0000000039.png,0000000040.png,baseline,,0.0,0.0,0.4088049530982971,0.015910999849438667,0.5991601943969727,-0.0009402958094142377,0.19035524129867554,0.01685129478573799,136.27911376953125,0.4301959064465341,142.39937295639783,-0.13510030508041382,0.19722500443458557,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,40,40,40,41,0000000040.png,0000000041.png,disturbance,0,0.0,0.0,0.4191729724407196,0.01865600049495697,0.5980250835418701,-0.00015358207747340202,0.1788521111011505,0.01880958303809166,132.38885498046875,0.4179154299657189,140.3271957353805,-0.16282007098197937,0.19462928175926208,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,41,41,41,42,0000000041.png,0000000042.png,disturbance,1,0.0,0.0,0.42819949984550476,0.016712000593543053,0.6097592115402222,-0.0014370015123859048,0.1815597116947174,0.01814900152385235,141.11325073242188,0.4454559797733213,140.48990911976807,-0.14714783430099487,0.1946031004190445,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,42,42,42,43,0000000042.png,0000000043.png,disturbance,2,0.0,0.0,0.43685027956962585,0.017273999750614166,0.6273431181907654,-0.0016722441650927067,0.19049283862113953,0.018946243450045586,147.48658752441406,0.46557487563626415,141.9382215495298,-0.14428524672985077,0.19107811152935028,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,43,43,43,44,0000000043.png,0000000044.png,disturbance,3,0.0,0.0,0.444436639547348,0.020250000059604645,0.635711669921875,-9.629747364670038e-05,0.19127503037452698,0.020346296951174736,153.83094787597656,0.48560225461718454,144.4000158991043,-0.07836056500673294,0.19035105407238007,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,44,44,44,45,0000000044.png,0000000045.png,disturbance,4,0.0,0.0,0.4500468373298645,0.018716000020503998,0.6409202814102173,0.0011045937426388264,0.19087344408035278,0.01761140674352646,147.01731872558594,0.46409352452516234,144.941797584186,-0.1847577840089798,0.19284717738628387,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,45,45,45,46,0000000045.png,0000000046.png,disturbance,5,0.0,0.0,0.4541838467121124,0.01895900070667267,0.6260985136032104,-0.003489393973723054,0.17191466689109802,0.02244839444756508,147.31777954101562,0.4650419758237211,145.43362584924972,-0.06306102871894836,0.1931668221950531,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,46,46,46,47,0000000046.png,0000000047.png,disturbance,6,0.0,0.0,0.455328106880188,0.02087000012397766,0.6161366105079651,-0.003448750590905547,0.1608085036277771,0.024318750947713852,142.5630645751953,0.45003261646640497,144.83941966552047,-0.10813296586275101,0.19209009408950806,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,47,47,47,48,0000000047.png,0000000048.png,disturbance,7,0.0,0.0,0.4543760418891907,0.018417999148368835,0.6224322319030762,-0.0030110753141343594,0.1680561900138855,0.021429074928164482,143.93295288085938,0.4543570015397729,144.65178104109563,-0.21943628787994385,0.19621650874614716,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,48,48,48,49,0000000048.png,0000000049.png,disturbance,8,0.0,0.0,0.4538283348083496,0.01802000030875206,0.6225871443748474,-0.004937408491969109,0.1687588095664978,0.02295740880072117,135.67855834960938,0.42830012630934616,142.79432394395798,-0.058890849351882935,0.1977517157793045,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,49,49,49,50,0000000049.png,0000000050.png,disturbance,9,0.0,0.0,0.45180395245552063,0.01968899928033352,0.6253534555435181,-0.005399476271122694,0.17354950308799744,0.0250884760171175,138.1266326904297,0.43602799669220976,141.8281118544776,-0.1211860179901123,0.19552363455295563,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,50,50,50,51,0000000050.png,0000000051.png,disturbance,10,0.0,0.0,0.4500702917575836,0.016999000683426857,0.6301658153533936,-0.007609013468027115,0.18009552359580994,0.024608014151453972,147.4893798828125,0.46558364518103196,142.99999433634292,-0.18321603536605835,0.1945517212152481,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,51,51,51,52,0000000051.png,0000000052.png,disturbance,11,0.0,0.0,0.4471642076969147,0.016157999634742737,0.623715877532959,-0.007795762270689011,0.1765516698360443,0.023953761905431747,144.7685546875,0.4569947480843182,143.36608632903244,-0.10539072751998901,0.1908814162015915,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,52,52,52,53,0000000052.png,0000000053.png,disturbance,12,0.0,0.0,0.443256676197052,0.01774900034070015,0.6244906783103943,-0.009710652753710747,0.18123400211334229,0.027459653094410896,151.21009826660156,0.4773289661022324,144.98979680010925,-0.03199658542871475,0.19266439974308014,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,53,53,53,54,0000000053.png,0000000054.png,disturbance,13,0.0,0.0,0.44056883454322815,0.01541099976748228,0.626083493232727,-0.009524504654109478,0.1855146586894989,0.02493550442159176,148.8783721923828,0.4699683092725153,145.7947319063099,-0.19485540688037872,0.19254960119724274,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,54,54,54,55,0000000054.png,0000000055.png,disturbance,14,0.0,0.0,0.4364772140979767,0.014959000051021576,0.6295740604400635,-0.007954297587275505,0.1930968463420868,0.02291329763829708,158.11654663085938,0.4991307301898137,148.34534755429164,-0.06276857852935791,0.19718037545681,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,55,55,55,56,0000000055.png,0000000056.png,disturbance,15,0.0,0.0,0.43310877680778503,0.015553000383079052,0.6365483999252319,-0.010287955403327942,0.2034396231174469,0.02584095671772957,148.14727783203125,0.4676604801525791,148.30434712178374,-0.20087990164756775,0.20143063366413116,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,56,56,56,57,0000000056.png,0000000057.png,disturbance,16,0.0,0.0,0.42926767468452454,0.011692999862134457,0.625036358833313,-0.01298479363322258,0.19576868414878845,0.02467779442667961,140.47683715820312,0.4434469531438151,146.68405255932254,-0.12759684026241302,0.20338396728038788,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,57,57,57,58,0000000057.png,0000000058.png,disturbance,17,0.0,0.0,0.4259413480758667,0.01041099987924099,0.6112661957740784,-0.015683749690651894,0.18532484769821167,0.026094749569892883,138.44178771972656,0.4370228856540708,144.97790373752616,-0.2087041735649109,0.2045179009437561,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,58,58,58,59,0000000058.png,0000000059.png,disturbance,18,0.0,0.0,0.4223487973213196,0.009173000231385231,0.587062418460846,-0.018123313784599304,0.16471362113952637,0.027296314015984535,118.23363494873047,0.37323127303441606,139.44184009824545,-0.09517538547515869,0.19424556195735931,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,59,59,59,60,0000000059.png,0000000060.png,disturbance,19,0.0,0.0,0.4185064136981964,0.008480999618768692,0.586778998374939,-0.01929626613855362,0.16827258467674255,0.02777726575732231,116.90208435058594,0.3690279228492681,134.77611065847992,-0.24917802214622498,0.1865530163049698,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,60,60,60,61,0000000060.png,0000000061.png,disturbance,20,0.0,0.0,0.4149019420146942,0.006004000082612038,0.5726142525672913,-0.01889145001769066,0.15771231055259705,0.024895450100302696,111.48578643798828,0.3519301505428195,129.95501354483815,-0.18811708688735962,0.17373192310333252,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,61,61,61,62,0000000061.png,0000000062.png,disturbance,21,0.0,0.0,0.41234129667282104,0.004404999781399965,0.564579963684082,-0.020626869052648544,0.152238667011261,0.025031868368387222,105.15846252441406,0.3319565296245392,124.82212748361037,-0.12799608707427979,0.16008080542087555,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,62,62,62,63,0000000062.png,0000000063.png,disturbance,22,0.0,0.0,0.40898725390434265,0.0029509998857975006,0.5620490312576294,-0.022133925929665565,0.15306177735328674,0.025084925815463066,91.10204315185547,0.2875842494462716,117.84207002693712,-0.1772126704454422,0.13897521793842316,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,63,63,63,64,0000000063.png,0000000064.png,disturbance,23,0.0,0.0,0.40576595067977905,0.0008290000259876251,0.5520095229148865,-0.02211388759315014,0.14624357223510742,0.022942887619137764,93.6288070678711,0.29556054945068383,112.82992459441046,-0.19271725416183472,0.1244778111577034,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,64,64,64,65,0000000064.png,0000000065.png,disturbance,24,0.0,0.0,0.40259936451911926,-0.0008040000102482736,0.5499845147132874,-0.023779921233654022,0.1473851501941681,0.022975921630859375,81.9505386352539,0.258695448731878,106.43789170086505,-0.12283042073249817,0.10857990384101868,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,65,65,65,66,0000000065.png,0000000066.png,disturbance,25,0.0,0.0,0.4012645483016968,-0.002814000006765127,0.5373852252960205,-0.024830229580402374,0.13612067699432373,0.02201622910797596,89.38723754882812,0.28217107894027255,102.90840629139342,-0.24498264491558075,0.09601383656263351,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,66,66,66,67,0000000066.png,0000000067.png,disturbance,26,0.0,0.0,0.4012817144393921,-0.004867999814450741,0.5350353121757507,-0.024677714332938194,0.13375359773635864,0.019809715449810028,97.05364227294922,0.3063718139929463,101.69647013957548,-0.2772539556026459,0.09094306081533432,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,67,67,67,68,0000000067.png,0000000068.png,disturbance,27,0.0,0.0,0.4058942198753357,-0.006947000045329332,0.534065842628479,-0.026555800810456276,0.1281716227531433,0.01960880123078823,99.32967376708984,0.31355663714783505,101.20654329047096,-0.128790020942688,0.08699344843626022,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,68,68,68,69,0000000068.png,0000000069.png,disturbance,28,0.0,0.0,0.4118380546569824,-0.00947600044310093,0.5312477350234985,-0.026359153911471367,0.11940968036651611,0.016883153468370438,89.72395324707031,0.2832339960570175,98.82964715148702,-0.17704543471336365,0.08200030028820038,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,69,69,69,70,0000000069.png,0000000070.png,disturbance,29,0.0,0.0,0.4156879782676697,-0.009832999669015408,0.5381951332092285,-0.02672535553574562,0.12250715494155884,0.01689235493540764,81.56083679199219,0.25746524428092094,95.2550034070716,-0.13737764954566956,0.07627229392528534,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,70,70,70,71,0000000070.png,0000000071.png,disturbance,30,0.0,0.0,0.4182926118373871,-0.013009999878704548,0.5417423248291016,-0.027262208983302116,0.12344971299171448,0.014252209104597569,88.18933868408203,0.2783896242804482,93.79241080941276,-0.17400820553302765,0.07534938305616379,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,71,71,71,72,0000000071.png,0000000072.png,disturbance,31,0.0,0.0,0.4180006682872772,-0.014019000343978405,0.5414447784423828,-0.027611440047621727,0.12344411015510559,0.013592439703643322,95.75959014892578,0.30228686327352766,94.19961693269195,-0.13598766922950745,0.07591657340526581,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,72,72,72,73,0000000072.png,0000000073.png,disturbance,32,0.0,0.0,0.417253315448761,-0.015323000028729439,0.5409891605377197,-0.02621583268046379,0.12373584508895874,0.010892832651734352,92.66790008544922,0.29252723485544324,93.88255154531271,-0.17275740206241608,0.07793192565441132,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,73,73,73,74,0000000073.png,0000000074.png,disturbance,33,0.0,0.0,0.41563257575035095,-0.01800299994647503,0.545241117477417,-0.02658969536423683,0.12960854172706604,0.008586695417761803,104.83920288085938,0.3309487029710819,96.15057837177088,-0.23177126049995422,0.08140962570905685,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,74,74,74,75,0000000074.png,0000000075.png,disturbance,34,0.0,0.0,0.4140208959579468,-0.018331000581383705,0.547492504119873,-0.024962468072772026,0.13347160816192627,0.006631467491388321,113.32229614257812,0.3577275246078615,99.70512395032799,-0.17212437093257904,0.08578697592020035,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,75,75,75,76,0000000075.png,0000000076.png,disturbance,35,0.0,0.0,0.41281023621559143,-0.02015800029039383,0.5508477091789246,-0.025669116526842117,0.13803747296333313,0.005511116236448288,111.42652130126953,0.35174307953832606,102.13145320197289,-0.2740962505340576,0.08950834721326828,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,76,76,76,77,0000000076.png,0000000077.png,disturbance,36,0.0,0.0,0.41026365756988525,-0.02303900010883808,0.5528175830841064,-0.02420813776552677,0.1425539255142212,0.0011691376566886902,106.35910034179688,0.3357466000038972,103.00657615991646,-0.09772522747516632,0.09292279183864594,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,77,77,77,78,0000000077.png,0000000078.png,disturbance,37,0.0,0.0,0.40735238790512085,-0.021021999418735504,0.5560163855552673,-0.02417621575295925,0.14866399765014648,0.0031542163342237473,98.46492767333984,0.31082684114893167,102.06645492319511,-0.15630078315734863,0.09665674716234207,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,78,78,78,79,0000000078.png,0000000079.png,disturbance,38,0.0,0.0,0.40564945340156555,-0.02145499922335148,0.5569713115692139,-0.024641210213303566,0.15132185816764832,0.0031862109899520874,111.25580596923828,0.35120415968788576,103.96865058972605,-0.14323455095291138,0.1015314906835556,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,79,79,79,80,0000000079.png,0000000080.png,disturbance,39,0.0,0.0,0.4041428864002228,-0.024598000571131706,0.5609641075134277,-0.024380534887313843,0.15682122111320496,0.00021746568381786346,118.66726684570312,0.3746001177808472,107.0112641547133,-0.10466121137142181,0.1079113632440567,8
2011_09_26/2011_09_26_drive_0005_sync,clean,-1,80,80,80,81,0000000080.png,0000000081.png,disturbance,40,0.0,0.0,0.40429630875587463,-0.02353299967944622,0.5704564452171326,-0.024569468572735786,0.16616013646125793,0.001036468893289566,105.81696319580078,0.3340352449102388,106.76404385621842,-0.05218946933746338,0.11003320664167404,8
