sequence_id,frame_id,frame_index,valid_warp_ratio_z1,valid_warp_ratio_z4,error_z1,dynamic_error_z1,correction_z1,state_z1,error_z4,dynamic_error_z4,correction_z4,state_z4
0002,000025,25,0.9946295619010925,0.9944080710411072,0.01643507182598114,0.008408007211983204,0.009298871271312237,0.3422347605228424,0.007129025179892778,0.003970941994339228,0.004851811565458775,0.20702402293682098
0002,000026,26,1.0,1.0,0.01659458316862583,0.008429288864135742,0.009540709666907787,0.34216928482055664,0.007291201967746019,0.0037838967982679605,0.005109331104904413,0.2071039378643036
0002,000027,27,1.0,1.0,0.016071876510977745,0.008436423726379871,0.009351272135972977,0.34219375252723694,0.007217132952064276,0.0036967985797673464,0.0053026373498141766,0.20759056508541107
0002,000028,28,1.0,1.0,0.01617947220802307,0.008419688791036606,0.009243140928447247,0.34224388003349304,0.007261914666742086,0.003721795044839382,0.005343159660696983,0.20768247544765472
0002,000029,29,1.0,1.0,0.016194187104701996,0.008487530052661896,0.00923687219619751,0.3422907590866089,0.007141174282878637,0.003660815069451928,0.00516138831153512,0.20811647176742554
0002,000030,30,1.0,1.0,0.016118373721837997,0.00854585226625204,0.009109454229474068,0.34229063987731934,0.007263528183102608,0.003682261798530817,0.005169090814888477,0.20789863169193268
0002,000031,31,1.0,1.0,0.01610529236495495,0.00856965221464634,0.009061447344720364,0.3422773778438568,0.006936960853636265,0.0036487418692559004,0.0048895361833274364,0.20778338611125946
0002,000032,32,1.0,1.0,0.016205154359340668,0.008653085678815842,0.008897115476429462,0.34228500723838806,0.006491838488727808,0.0035497178323566914,0.004510174039751291,0.20797967910766602
0002,000033,33,1.0,1.0,0.01632625050842762,0.008722874335944653,0.008855218067765236,0.3422880172729492,0.006782460026443005,0.003494945587590337,0.004521634895354509,0.20751366019248962
0002,000034,34,1.0,1.0,0.01619739644229412,0.00869937427341938,0.0090827327221632,0.34237611293792725,0.006466794293373823,0.003395423758774996,0.004355618730187416,0.20749634504318237
0002,000035,35,1.0,1.0,0.016229374334216118,0.008795714937150478,0.009285470470786095,0.3424715995788574,0.006276330910623074,0.0033580393064767122,0.004219235386699438,0.2078847736120224
0002,000036,36,1.0,1.0,0.01635175757110119,0.008983018808066845,0.00962807983160019,0.3425520956516266,0.006352080497890711,0.003364783013239503,0.004270199220627546,0.2083836942911148
0002,000037,37,1.0,1.0,0.016133496537804604,0.00919756107032299,0.009761621244251728,0.3426038920879364,0.006493396125733852,0.003392542013898492,0.004450710024684668,0.20912088453769684
0002,000038,38,1.0,1.0,0.01607993245124817,0.00944346934556961,0.010024016723036766,0.3427371084690094,0.0062929014675319195,0.0033874190412461758,0.004398635122925043,0.21000513434410095
0002,000039,39,1.0,1.0,0.015888761729002,0.009575515054166317,0.010184092447161674,0.3427843153476715,0.006822913885116577,0.0035356373991817236,0.004659810569137335,0.2103593349456787
0002,000040,40,1.0,1.0,0.015680750831961632,0.009511975571513176,0.01026706863194704,0.3427349925041199,0.006407331675291061,0.003467043163254857,0.004523568786680698,0.21102172136306763
0002,000041,41,1.0,1.0,0.015694530680775642,0.00947461649775505,0.01028423011302948,0.3427804112434387,0.006409157533198595,0.003384208772331476,0.004548969212919474,0.21106545627117157
0002,000042,42,0.9980502724647522,0.9960447549819946,0.015648849308490753,0.009365334175527096,0.010184090584516525,0.34280458092689514,0.006284477189183235,0.003315157722681761,0.0045056878589093685,0.2110787332057953
0002,000043,43,0.9999316334724426,0.9998636245727539,0.01550943311303854,0.009250197559595108,0.010231479071080685,0.34281593561172485,0.006292502861469984,0.003273523412644863,0.004542251583188772,0.21206992864608765
0002,000044,44,0.9980844855308533,0.9961811304092407,0.015327825210988522,0.009217333979904652,0.01037970744073391,0.34278833866119385,0.006321689113974571,0.0033255424350500107,0.004568961448967457,0.21232835948467255
0002,000045,45,0.9978792071342468,0.9957720041275024,0.015401817858219147,0.009097215719521046,0.01043575070798397,0.34274038672447205,0.006773412227630615,0.0034095116425305605,0.004859142005443573,0.21206523478031158
0002,000046,46,0.9979134202003479,0.9959083795547485,0.015445204451680183,0.00900067575275898,0.01044074073433876,0.3427426517009735,0.006959937978535891,0.00356851052492857,0.004952696617692709,0.21198368072509766
0002,000047,47,0.9982897043228149,0.9965903162956238,0.015443481504917145,0.008979935199022293,0.01042459812015295,0.34269750118255615,0.006958067417144775,0.0036960593424737453,0.004855945706367493,0.21155349910259247
0002,000048,48,1.0,1.0,0.01548086665570736,0.008922871202230453,0.010373824276030064,0.3427179753780365,0.006458275485783815,0.0036902669817209244,0.004576772917062044,0.2116202712059021
0002,000049,49,0.9978107810020447,0.9956355690956116,0.015453550964593887,0.008918100968003273,0.010240020230412483,0.342700719833374,0.006522284355014563,0.0036485109012573957,0.0046395547688007355,0.21208567917346954
0002,000050,50,1.0,1.0,0.015506808646023273,0.0089339017868042,0.010212321765720844,0.3427271246910095,0.0065703135915100574,0.0036690898705273867,0.0046964166685938835,0.21232567727565765
0002,000051,51,1.0,1.0,0.015534416772425175,0.008974671363830566,0.010239320807158947,0.3427351117134094,0.006483554840087891,0.0037348365876823664,0.0046989805996418,0.2125852257013321
0002,000052,52,1.0,1.0,0.015577191486954689,0.00898257177323103,0.010267503559589386,0.3427360951900482,0.006429208908230066,0.0037378559354692698,0.004736774601042271,0.2128230631351471
0002,000053,53,0.9975371360778809,0.9950900077819824,0.015495102852582932,0.00893134530633688,0.010227896273136139,0.34273770451545715,0.006658125668764114,0.0037527934182435274,0.004864776507019997,0.21317867934703827
0002,000054,54,1.0,1.0,0.015644274652004242,0.008995085023343563,0.010444452986121178,0.3427678942680359,0.00703562842682004,0.003844470949843526,0.00510580837726593,0.21335579454898834
0002,000055,55,1.0,1.0,0.015609566122293472,0.00905647873878479,0.010493852198123932,0.3428158462047577,0.007566219661384821,0.003997639287263155,0.005575759802013636,0.21308033168315887
0002,000056,56,1.0,1.0,0.01572810299694538,0.00910402461886406,0.010551628656685352,0.3428070545196533,0.0075744809582829475,0.004098241217434406,0.005610277410596609,0.2129722684621811
0002,000057,57,0.9992817044258118,0.9984997510910034,0.01563323847949505,0.009072278626263142,0.010474182665348053,0.34279683232307434,0.0075291902758181095,0.0041221207939088345,0.005573801230639219,0.21275654435157776
0002,000058,58,0.9971608519554138,0.9944080710411072,0.015792381018400192,0.009002681821584702,0.010441896505653858,0.34280604124069214,0.007046519313007593,0.003944093361496925,0.005198027938604355,0.2132454812526703
0002,000059,59,0.9980160593986511,0.9960447549819946,0.015734244138002396,0.008993220515549183,0.010180260986089706,0.3427910804748535,0.007226832676678896,0.0039403666742146015,0.005242858547717333,0.21312960982322693
0002,000060,60,1.0,1.0,0.015846705064177513,0.009001308120787144,0.010062109678983688,0.34271934628486633,0.0071508632972836494,0.003849902655929327,0.005184120498597622,0.21354787051677704
0002,000061,61,1.0,1.0,0.015805218368768692,0.008942116051912308,0.01004877220839262,0.34268712997436523,0.007667094003409147,0.003925087861716747,0.005483478307723999,0.21307766437530518
0002,000062,62,1.0,1.0,0.015886690467596054,0.008943118155002594,0.010043836198747158,0.3427160382270813,0.007181396707892418,0.003875886555761099,0.005083594936877489,0.21293243765830994
0002,000063,63,1.0,1.0,0.015899891033768654,0.008989236317574978,0.01008521020412445,0.34268078207969666,0.006770160514861345,0.003713323036208749,0.0047832452692091465,0.21330951154232025
0002,000064,64,0.9969214200973511,0.993862509727478,0.016010573133826256,0.008983496576547623,0.010109907947480679,0.34265950322151184,0.007237221114337444,0.003713983576744795,0.004903849679976702,0.2131243795156479
0002,000065,65,0.9967162013053894,0.9934533834457397,0.0161809753626585,0.008938122540712357,0.0100331362336874,0.3426227867603302,0.00716927507892251,0.0035838582552969456,0.004800025373697281,0.2139154076576233
0002,000066,66,0.9936717748641968,0.9894980788230896,0.016262385994195938,0.008969118818640709,0.009934697300195694,0.3426473140716553,0.006918097380548716,0.003404119983315468,0.004652391187846661,0.2147955447435379
0002,000067,67,1.0,1.0,0.016207192093133926,0.008942823857069016,0.010054551996290684,0.3426527678966522,0.006407363805919886,0.0032579125836491585,0.0044099087826907635,0.21545961499214172
0002,000068,68,1.0,1.0,0.016228515654802322,0.008948953822255135,0.010154476389288902,0.34267327189445496,0.006683629471808672,0.003208024427294731,0.00458081578835845,0.21555095911026
0002,000069,69,1.0,1.0,0.016140097752213478,0.0089569715783,0.010168377310037613,0.3426390290260315,0.006715100724250078,0.0032711648382246494,0.004682471975684166,0.21597658097743988
0002,000070,70,0.9964083433151245,0.9929078221321106,0.015896335244178772,0.008894057013094425,0.010119564831256866,0.34257182478904724,0.007012229412794113,0.003329930594190955,0.004904497880488634,0.2168101817369461
0002,000071,71,0.9962372779846191,0.9924986362457275,0.015878356993198395,0.008825879544019699,0.010033877566456795,0.3425472676753998,0.0066927638836205006,0.003310888772830367,0.004632874857634306,0.21681302785873413
0002,000072,72,0.9953137040138245,0.990725576877594,0.015825098380446434,0.00872792024165392,0.010042160749435425,0.3425270617008209,0.007180420681834221,0.003263230435550213,0.004919872153550386,0.21649260818958282
0002,000073,73,0.9957242012023926,0.991407573223114,0.015672976151108742,0.008610663935542107,0.010097370482981205,0.34251105785369873,0.006655543111264706,0.003216896904632449,0.004578684456646442,0.21646994352340698
0002,000074,74,0.9954847693443298,0.990998387336731,0.01554267667233944,0.008613832294940948,0.01004832237958908,0.3425157070159912,0.006819400005042553,0.0032763055060058832,0.004719001241028309,0.2165721356868744
0002,000075,75,0.9953137040138245,0.9905892014503479,0.015499414876103401,0.008605238981544971,0.01002691313624382,0.3425069749355316,0.0066662742756307125,0.003311962354928255,0.004580041393637657,0.2168068289756775
0002,000076,76,1.0,1.0,0.015555664896965027,0.008528182283043861,0.009945697151124477,0.34245792031288147,0.006657889112830162,0.0033114408142864704,0.004507416393607855,0.21688245236873627
0002,000077,77,1.0,1.0,0.01575504243373871,0.008554991334676743,0.009949451312422752,0.3425036370754242,0.006850230973213911,0.0033795710187405348,0.004575560800731182,0.21674001216888428
0002,000078,78,1.0,1.0,0.015619978308677673,0.008542760275304317,0.009803012013435364,0.3424988090991974,0.006617389153689146,0.0033887322060763836,0.0044275252148509026,0.2169664055109024
0002,000079,79,0.9940480589866638,0.9881342053413391,0.015463626012206078,0.008539856411516666,0.009828300215303898,0.342499703168869,0.006339755840599537,0.0033421337138861418,0.004156803246587515,0.21711398661136627
0002,000080,80,0.9938770532608032,0.9878614544868469,0.015551390126347542,0.008620263077318668,0.009933462366461754,0.34254762530326843,0.006386600900441408,0.003259689314290881,0.004141172859817743,0.21740873157978058
0002,000081,81,0.9943559169769287,0.9886797666549683,0.015432831831276417,0.008667774498462677,0.009929917752742767,0.34255263209342957,0.00620908522978425,0.00325616542249918,0.003980427980422974,0.21724523603916168
0002,000082,82,0.9998289942741394,0.9997272491455078,0.015371880494058132,0.008726498112082481,0.010062038898468018,0.3425702154636383,0.006510339677333832,0.003282807767391205,0.004218920134007931,0.21728768944740295
0002,000083,83,0.9951769113540649,0.9904528260231018,0.015296725556254387,0.008752736262977123,0.01013073232024908,0.34259116649627686,0.00617532804608345,0.003308860817924142,0.003981482703238726,0.21715860068798065
0002,000084,84,0.9978792071342468,0.9957720041275024,0.015377423726022243,0.008766359649598598,0.010220088064670563,0.3426177203655243,0.006224299781024456,0.0033324596006423235,0.004036355298012495,0.21723830699920654
0002,000085,85,1.0,1.0,0.015400595963001251,0.008788391016423702,0.01026100106537342,0.34267958998680115,0.006151348818093538,0.0033868560567498207,0.003965173382312059,0.21701191365718842
0002,000086,86,1.0,1.0,0.015414275228977203,0.008804804645478725,0.010248569771647453,0.34269440174102783,0.0067135184071958065,0.0035246331244707108,0.004399495664983988,0.21699661016464233
0002,000087,87,0.9998974204063416,0.9997272491455078,0.01541974488645792,0.008827900514006615,0.010268684476613998,0.34270545840263367,0.006501634605228901,0.0036012609489262104,0.004326756112277508,0.21705450117588043
0002,000088,88,0.9996579885482788,0.9997272491455078,0.015539148822426796,0.00886605866253376,0.010429116897284985,0.34280726313591003,0.006279418244957924,0.0035730351228266954,0.004221461247652769,0.2171810269355774
0002,000089,89,1.0,1.0,0.015501214191317558,0.008882321417331696,0.010403085500001907,0.34281402826309204,0.0065218242816627026,0.003605867736041546,0.004413099959492683,0.21716530621051788
0002,000090,90,1.0,1.0,0.015537424944341183,0.008957130834460258,0.010379452258348465,0.34283435344696045,0.0071373190730810165,0.003778938204050064,0.004785639699548483,0.21660107374191284
0002,000091,91,0.996545135974884,0.9931805729866028,0.015624037943780422,0.009019166231155396,0.010389766655862331,0.3428690433502197,0.006177131086587906,0.0037005313206464052,0.004125832114368677,0.21661584079265594
0002,000092,92,0.9998632073402405,0.9997272491455078,0.015613743104040623,0.009049713611602783,0.01025715284049511,0.34288716316223145,0.0067240577191114426,0.003794616088271141,0.0044247908517718315,0.21613800525665283
0002,000093,93,1.0,1.0,0.015707436949014664,0.009067239239811897,0.010225888341665268,0.3428937494754791,0.006930943112820387,0.00392328342422843,0.0044737751595675945,0.21539174020290375
0002,000094,94,0.9998289942741394,0.9995908737182617,0.015841515734791756,0.009104073978960514,0.01020344439893961,0.3428877890110016,0.006350762210786343,0.0038492463063448668,0.00403214618563652,0.21540285646915436
0002,000095,95,0.9985633492469788,0.9971358776092529,0.01591077633202076,0.009181126952171326,0.010129788890480995,0.3428736925125122,0.006244386546313763,0.0037692575715482235,0.004004424903541803,0.21543946862220764
0002,000096,96,0.9998289942741394,0.9997272491455078,0.015918191522359848,0.00922832265496254,0.01018939632922411,0.34287554025650024,0.006781014148145914,0.0038668368943035603,0.0042429957538843155,0.21486182510852814
0002,000097,97,0.9998632073402405,0.9997272491455078,0.015910744667053223,0.00922562275081873,0.010217518545687199,0.342885822057724,0.005990262608975172,0.0036990453954786062,0.0038112145848572254,0.21515196561813354
0002,000098,98,1.0,1.0,0.015948686748743057,0.009300491772592068,0.010248920880258083,0.3429236114025116,0.006041447166353464,0.00361710786819458,0.00384817854501307,0.21498285233974457
0002,000099,99,0.9995553493499756,0.9990453124046326,0.016034523025155067,0.009384183213114738,0.010310334153473377,0.34288859367370605,0.005816083401441574,0.0035012199077755213,0.0037402997259050608,0.21534274518489838
0002,000100,100,0.9946979880332947,0.9893617033958435,0.01610381342470646,0.009461280889809132,0.010358395054936409,0.3429391384124756,0.006192297674715519,0.0035180377308279276,0.003962961956858635,0.21518129110336304
0002,000101,101,0.9991448521614075,0.9982269406318665,0.01613367535173893,0.009551756083965302,0.010473137721419334,0.342943012714386,0.006121542304754257,0.0035294487606734037,0.003990529105067253,0.21532514691352844
0002,000102,102,1.0,1.0,0.016105834394693375,0.009620626457035542,0.01054419670253992,0.34294939041137695,0.006212106440216303,0.0036142216995358467,0.004088930319994688,0.2150057554244995
0002,000103,103,1.0,1.0,0.016079576686024666,0.0096052885055542,0.01058874186128378,0.34296128153800964,0.006142971105873585,0.0036010965704917908,0.004095044918358326,0.21495795249938965
0002,000104,104,1.0,1.0,0.016047460958361626,0.009596729651093483,0.01059858687222004,0.3429804742336273,0.006338149309158325,0.0036436624359339476,0.004233693704009056,0.2147127240896225
0002,000105,105,1.0,1.0,0.01599666103720665,0.009594600647687912,0.010647117160260677,0.34294429421424866,0.006219128146767616,0.0036146952770650387,0.004172861576080322,0.21470190584659576
0002,000106,106,1.0,1.0,0.01600504480302334,0.009516147896647453,0.010664744302630424,0.3429550528526306,0.006223439704626799,0.003581810276955366,0.0042062788270413876,0.21467556059360504
0002,000107,107,1.0,1.0,0.015863317996263504,0.009395652450621128,0.010618627071380615,0.3428974449634552,0.0061698914505541325,0.0035126875154674053,0.004141905810683966,0.21478784084320068
0002,000108,108,1.0,1.0,0.01586173102259636,0.00928737223148346,0.010573571547865868,0.34287574887275696,0.006018154323101044,0.003418005770072341,0.00403217040002346,0.21500365436077118
0002,000109,109,0.9958952069282532,0.9918166995048523,0.0157791618257761,0.009193643927574158,0.010437951423227787,0.34284213185310364,0.006111455615609884,0.003376689273864031,0.004067006055265665,0.21511422097682953
0002,000110,110,0.9951769113540649,0.9904528260231018,0.015726996585726738,0.009127156808972359,0.010308806784451008,0.34278300404548645,0.00604435196146369,0.003270843531936407,0.00406465120613575,0.21560055017471313
0002,000111,111,1.0,1.0,0.015734098851680756,0.009042591787874699,0.010259851813316345,0.34277498722076416,0.005801413673907518,0.003257166827097535,0.0038531608879566193,0.2158747911453247
0002,000112,112,0.9966477751731873,0.9933170080184937,0.015688976272940636,0.009006881155073643,0.01017812080681324,0.3427151143550873,0.005802483763545752,0.0032063114922493696,0.003868016880005598,0.2162398099899292
0002,000113,113,0.9995211362838745,0.9990453124046326,0.015652406960725784,0.009004948660731316,0.010207406245172024,0.3427072763442993,0.005946523044258356,0.003184604225680232,0.004002212546765804,0.21646256744861603
0002,000114,114,1.0,1.0,0.015562365762889385,0.009005604311823845,0.010176623240113258,0.34264975786209106,0.006372613366693258,0.0032977613154798746,0.004187589045614004,0.2160254269838333
0002,000115,115,1.0,1.0,0.015529531054198742,0.009003554470837116,0.010257009416818619,0.3426683247089386,0.0058882515877485275,0.003343770746141672,0.003883239347487688,0.21589408814907074
0002,000116,116,1.0,1.0,0.015537464991211891,0.00897516030818224,0.010238205082714558,0.3426284193992615,0.0061091650277376175,0.0033672372810542583,0.003915746230632067,0.21558353304862976
0002,000117,117,1.0,1.0,0.015467598102986813,0.008877753280103207,0.010148465633392334,0.3425633907318115,0.005618808791041374,0.0032906807027757168,0.0036063920706510544,0.21559809148311615
0002,000118,118,1.0,1.0,0.015516233630478382,0.00889913272112608,0.010206102393567562,0.342523992061615,0.005542275495827198,0.003152138087898493,0.0035830491688102484,0.2160630077123642
0002,000119,119,1.0,1.0,0.015450152568519115,0.008911335840821266,0.010173866525292397,0.3425312042236328,0.00539706414565444,0.003092557191848755,0.0035667831543833017,0.21622934937477112
0002,000120,120,1.0,1.0,0.0154312364757061,0.0089272977784276,0.010213740170001984,0.3425334393978119,0.005523371044546366,0.003108131932094693,0.003582894103601575,0.21602697670459747
0002,000121,121,0.9991790652275085,0.9982269406318665,0.015514486469328403,0.008979654870927334,0.010288109071552753,0.3425551950931549,0.00532357906922698,0.003076129360124469,0.0034854926634579897,0.21612972021102905
0002,000122,122,0.9982212781906128,0.9964539408683777,0.015498929657042027,0.009035891853272915,0.010316097177565098,0.3425551950931549,0.005203031934797764,0.0030369346495717764,0.0034262652043253183,0.2162458598613739
0002,000123,123,0.9994184970855713,0.9987725019454956,0.015486006624996662,0.00908846128731966,0.010399322025477886,0.34255290031433105,0.005290298257023096,0.002993916627019644,0.003530346555635333,0.2164372205734253
0002,000124,124,0.9948006272315979,0.9896345138549805,0.015456831082701683,0.00909610278904438,0.010427519679069519,0.3425958752632141,0.005276625510305166,0.002976848976686597,0.0035137133672833443,0.2165571004152298
0002,000125,125,1.0,1.0,0.015525758266448975,0.00914358627051115,0.010556139051914215,0.3426167666912079,0.005109691992402077,0.0029330772813409567,0.0034389712382107973,0.2168845236301422
0002,000126,126,1.0,1.0,0.015529708005487919,0.009157547727227211,0.010617566294968128,0.3426412343978882,0.005343461874872446,0.0029807051178067923,0.0035506440326571465,0.21675245463848114
0002,000127,127,0.9935691952705383,0.9871795177459717,0.01554157119244337,0.009175638668239117,0.010694137774407864,0.34264230728149414,0.0053820437751710415,0.0029653809033334255,0.003609204199165106,0.2169601321220398
0002,000128,128,1.0,1.0,0.015548260882496834,0.009219872765243053,0.010797462426126003,0.34268760681152344,0.005412633530795574,0.0029967206064611673,0.0036354893818497658,0.21699732542037964
0002,000129,129,1.0,1.0,0.015482368879020214,0.009244711138308048,0.01081249862909317,0.3427135944366455,0.005314381327480078,0.003015494206920266,0.003592032939195633,0.2171737104654312
0002,000130,130,0.9975371360778809,0.9952264428138733,0.015599397011101246,0.009276146069169044,0.010942102409899235,0.34275782108306885,0.005715601611882448,0.0030782874673604965,0.003883320838212967,0.21716558933258057
0002,000131,131,0.9952452778816223,0.9905892014503479,0.015572945587337017,0.009311306290328503,0.010921205393970013,0.34279149770736694,0.005600642878562212,0.0031328413169831038,0.00378097384236753,0.21717236936092377
0002,000132,132,0.9970582723617554,0.994135320186615,0.015625368803739548,0.009344656951725483,0.010986332781612873,0.34280499815940857,0.005839705467224121,0.003203925909474492,0.003955695778131485,0.21728911995887756
0002,000133,133,0.9999316334724426,0.9998636245727539,0.015688128769397736,0.009409323334693909,0.011079078540205956,0.34283897280693054,0.005988860968500376,0.0033212434500455856,0.0039628176018595695,0.2170756757259369
0002,000134,134,1.0,1.0,0.015644889324903488,0.00941216666251421,0.011173661798238754,0.34284162521362305,0.005813834723085165,0.0033378831576555967,0.003991088829934597,0.21722222864627838
0002,000135,135,1.0,1.0,0.01564585603773594,0.009454919956624508,0.011233218014240265,0.3428906500339508,0.005851450376212597,0.0033779286313802004,0.003932052291929722,0.21697358787059784
0002,000136,136,0.9893617630004883,0.978723406791687,0.015752149745821953,0.009321392513811588,0.011315418407320976,0.34291157126426697,0.005520663224160671,0.003259696764871478,0.0036951531656086445,0.21695668995380402
0002,000137,137,0.9893617630004883,0.978723406791687,0.01585664041340351,0.009328603744506836,0.011396607384085655,0.3429664075374603,0.00565478578209877,0.0032232438679784536,0.0037805768661201,0.21686367690563202
0002,000138,138,1.0,1.0,0.015686895698308945,0.009429817087948322,0.011330523528158665,0.3429987132549286,0.005533265415579081,0.0032375971786677837,0.00376615091226995,0.21683986485004425
0002,000139,139,1.0,1.0,0.015682220458984375,0.009496817365288734,0.011321269907057285,0.3430355489253998,0.005804101470857859,0.003299485659226775,0.003870055777952075,0.21647505462169647
0002,000140,140,0.9893617630004883,0.978723406791687,0.015730543062090874,0.009538736194372177,0.011354858987033367,0.3430629372596741,0.0055815172381699085,0.0032990826293826103,0.0037604018580168486,0.2162666767835617
0002,000141,141,0.9959294199943542,0.9918166995048523,0.015789911150932312,0.009637304581701756,0.011408612132072449,0.3431304097175598,0.005227504763752222,0.0032255772966891527,0.003557978430762887,0.21647785604000092
0002,000142,142,1.0,1.0,0.015751592814922333,0.00971823837608099,0.011399269104003906,0.34314876794815063,0.005643228534609079,0.0032718386501073837,0.0037969613913446665,0.21623006463050842
0002,000143,143,0.9982897043228149,0.9965903162956238,0.01581447571516037,0.009795722551643848,0.011470180936157703,0.3431904911994934,0.005445514805614948,0.003244725288823247,0.0036585291381925344,0.2161964625120163
0002,000144,144,1.0,1.0,0.015834590420126915,0.009818822145462036,0.011492072604596615,0.343211829662323,0.0056008039973676205,0.003294311696663499,0.003762985812500119,0.21584469079971313
0002,000145,145,1.0,1.0,0.015859520062804222,0.009889297187328339,0.011508136056363583,0.3432373106479645,0.005335080903023481,0.003290948225185275,0.003581634722650051,0.21567858755588531
0002,000146,146,0.9953479170799255,0.990725576877594,0.01594589091837406,0.009945469908416271,0.011616414412856102,0.34327808022499084,0.00540904002264142,0.0032751329708844423,0.0036164140328764915,0.21559911966323853
0002,000147,147,1.0,1.0,0.015908686444163322,0.009981440380215645,0.011581407859921455,0.34329691529273987,0.005864100065082312,0.0034100795164704323,0.003899057162925601,0.2150667905807495
0002,000148,148,0.9925429821014404,0.985133707523346,0.015897026285529137,0.00999368354678154,0.011613019742071629,0.34329402446746826,0.0057048494927585125,0.003493973519653082,0.003827655455097556,0.21464167535305023
